,sentence,label
9813,i'm not sure which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche . ,0
6832,"cassavetes thinks he's making dog day afternoon with a cause , but all he's done is to reduce everything he touches to a shrill , didactic cartoon . ",0
4242,a hidden-agenda drama that shouts classic french nuance . ,1
3209,a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd . ,1
5988,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set . ,0
2246,"one of the finest , most humane and important holocaust movies ever made . ",1
2110,norton holds the film together . ,1
1647,"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful . ",1
8384,"like a documentary version of fight club , shorn of social insight , intellectual pretension and cinematic interest . ",0
1101,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",1
10312,"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again . ",0
6244,"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway . ",0
2662,"leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time . ",1
8819,"while we want macdowell's character to retrieve her husband , we have to ask whether her personal odyssey trumps the carnage that claims so many lives around her . ",0
8041,automatically pegs itself for the straight-to-video sci-fi rental shelf . ,0
3123,"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol . ",1
4584,"disney aficionados will notice distinct parallels between this story and the 1971 musical "" bedknobs and broomsticks , "" which also dealt with british children rediscovering the power of fantasy during wartime . ",1
5676,"as pure over-the-top trash , any john waters movie has it beat by a country mile . ",0
5113,a solidly entertaining little film . ,1
1842,"a hugely rewarding experience that's every bit as enlightening , insightful and entertaining as grant's two best films -- four weddings and a funeral and bridget jones's diary . ",1
7205,teen movies have really hit the skids . ,0
4283,the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . ,1
8837,a collage of clichés and a dim echo of allusions to other films . ,0
4694,[a] satisfying niblet . ,1
7638,"scene-by-scene , things happen , but you'd be hard-pressed to say what or why . ",0
2975,a tone poem of transgression . ,1
4257,"constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . ",1
7165,at once half-baked and overheated . ,0
2460,"contrived as this may sound , mr . rose's updating works surprisingly well . ",1
1796,its sheer dynamism is infectious . ,1
9948,"unfortunately , contrived plotting , stereotyped characters and woo's over-the-top instincts as a director undermine the moral dilemma at the movie's heart . ",0
1342,"it has the ability to offend and put off everyone , but it holds you with its outrageousness . ",1
1454,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1
10000,"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title , many can aspire but none can equal . ",0
1222,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1
5120,"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience . ",1
10435,not just unlikable . disturbing . disgusting . without any redeeming value whatsoever . ,0
7629,director clare kilner's debut is never as daft as it should have been . ,0
10033,"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing . ",0
10499,"harry potter and the chamber of secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate . it's likely that whatever you thought of the first production -- pro or con -- you'll likely think of this one . ",0
9863,[t]he ideas of revolution #9 are more compelling than the execution,0
5698,ultimately feels like just one more in the long line of films this year about the business of making movies . ,0
7253,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . but what are adults doing in the theater at all ? ",0
1705,it's a rare window on an artistic collaboration . ,1
6257,"it's got the brawn , but not the brains . ",0
6353,it would work much better as a one-hour tv documentary . ,0
3789,there are some movies that hit you from the first scene and you know it's going to be a trip . igby goes down is one of those movies . ,1
